id,gold,pred,text,votes,top_votes,K,confidence,correct
10,Sci/Tech,Sci/Tech,"Group to Propose New High-Speed Wireless Format  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless networking standard up to 10 times  the speed of the current generation.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
11,Sci/Tech,Business,"Apple Launches Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion graphics and unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.","{""World"": 0, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 2}",3,5,0.6,0
12,Sci/Tech,Business,"Dutch Retailer Beats Apple to Local Download Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple Computer Inc. to market on Tuesday  with the launch of a new download service in Europe's latest  battleground for digital song services.","{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
13,Sci/Tech,World,"Super ant colony hits Australia A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.","{""World"": 3, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 0}",3,5,0.6,0
14,Sci/Tech,Sci/Tech,"Socialites unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.","{""World"": 0, ""Sports"": 2, ""Business"": 0, ""Sci/Tech"": 3}",3,5,0.6,1
15,Sci/Tech,Sci/Tech,Teenage T. rex's monster growth Tyrannosaurus rex achieved its massive size due to an enormous growth spurt during its adolescent years.,"{""World"": 0, ""Sports"": 1, ""Business"": 1, ""Sci/Tech"": 2}",2,5,0.4,1
16,Sci/Tech,Sci/Tech,"Scientists Discover Ganymede has a Lumpy Interior Jet Propulsion Lab -- Scientists have discovered irregular lumps beneath the icy surface of Jupiter's largest moon, Ganymede. These irregular masses may be rock formations, supported by Ganymede's icy shell for billions of years...","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
17,Sci/Tech,World,"Mars Rovers Relay Images Through Mars Express European Space Agency -- ESAs Mars Express has relayed pictures from one of NASA's Mars rovers for the first time, as part of a set of interplanetary networking demonstrations.     The demonstrations pave the way for future Mars missions to draw on joint interplanetary networking capabilities...","{""World"": 3, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 2}",3,5,0.6,0
18,Sci/Tech,Sci/Tech,"Rocking the Cradle of Life When did life begin? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are biological or chemical has spawned a spirited debate. Oxford researcher, Nicola McLoughlin, describes some of the issues in contention.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
19,Sci/Tech,Business,"Storage, servers bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
20,Sci/Tech,Business,"IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
21,Sci/Tech,Sci/Tech,Sun's Looking Glass Provides 3D View Developers get early code for new operating system 'skin' still being crafted.,"{""World"": 0, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 3}",3,5,0.6,1
22,Sci/Tech,Sci/Tech,IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults.,"{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
23,Sci/Tech,Business,"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
24,Sci/Tech,Business,"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
25,Sci/Tech,Business,News: Sluggish movement on power grid cyber security Industry cyber security standards fail to reach some of the most vulnerable components of the power grid.\,"{""World"": 0, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 1}",4,5,0.8,0
26,Sports,World,Giddy Phelps Touches Gold for First Time Michael Phelps won the gold medal in the 400 individual medley and set a world record in a time of 4 minutes 8.26 seconds.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,0
27,Sports,Sports,"Tougher rules won't soften Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in football, chooses physical play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
28,Sports,Sports,"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
29,Sports,Sports,"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
30,Sports,Sports,"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
31,Sports,Sports,"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
32,World,World,Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,"{""World"": 3, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 0}",3,5,0.6,1
33,World,World,"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.","{""World"": 3, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 0}",3,5,0.6,1
34,World,World,"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
35,World,World,"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
36,World,Business,Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,"{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
37,World,World,1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,"{""World"": 4, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,1
38,World,World,"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.","{""World"": 3, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 2}",3,5,0.6,1
39,World,World,"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
40,Sports,Sports,"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.","{""World"": 2, ""Sports"": 3, ""Business"": 0, ""Sci/Tech"": 0}",3,5,0.6,1
41,Business,Business,"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
42,World,World,"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.","{""World"": 1, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",1,5,0.2,1
43,Sci/Tech,Business,"Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
44,Sports,Sports,"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
45,Sports,Sports,Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
46,World,World,"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
47,Sci/Tech,World,"Dell Exits Low-End China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,0
48,World,Business,"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.","{""World"": 1, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,0
49,Sports,World,"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,0
50,World,World,"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.","{""World"": 4, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,1
51,Sports,Sports,Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
52,World,World,"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
53,Sci/Tech,Business,Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
54,Business,World,"Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the euro on Monday before rising slightly on  profit-taking, but steep oil prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,0
55,Sci/Tech,Sci/Tech,"Promoting a Shared Vision As Michael Kaleko kept running into people who were getting older and having more vision problems, he realized he could do something about it.","{""World"": 0, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 3}",3,5,0.6,1
56,World,Business,India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,"{""World"": 1, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,0
57,World,World,"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
58,Business,Business,"Treasuries Slip as Stocks Rally  NEW YORK (Reuters) - U.S. Treasury debt prices slipped on  Monday, though traders characterized the move as profit-taking  rather than any fundamental change in sentiment.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
59,Business,Business,Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
60,Sports,Sports,"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
61,Sports,Sports,Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
62,Sports,Sports,"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
63,Sci/Tech,Business,"Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
64,World,World,"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
65,Sci/Tech,Business,Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,"{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
66,World,World,"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
67,World,World,"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...","{""World"": 4, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,1
68,Sports,Sports,Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,"{""World"": 0, ""Sports"": 4, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,1
69,World,World,"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
70,Sci/Tech,Business,"China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.","{""World"": 1, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,0
71,Sci/Tech,Business,"AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...","{""World"": 1, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,0
72,Sci/Tech,Sci/Tech,"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.","{""World"": 2, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 3}",3,5,0.6,1
73,World,Sci/Tech,On front line of AIDS in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.,"{""World"": 1, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 2}",2,5,0.4,0
74,Sci/Tech,World,"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","{""World"": 2, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 1}",2,5,0.4,0
75,Sports,Sports,"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.","{""World"": 0, ""Sports"": 4, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,1
76,World,World,"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
77,Sports,Sports,"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
78,World,World,"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
79,World,Sports,Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,0
80,World,Business,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.","{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
81,Sports,World,"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.","{""World"": 3, ""Sports"": 2, ""Business"": 0, ""Sci/Tech"": 0}",3,5,0.6,0
82,Business,Business,"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
83,Business,Business,"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","{""World"": 1, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,1
84,World,World,Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
